english,italian
happening_forming_shadows,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Things are deteriorating.,Le cose stanno peggiorando.
"Skeletons, to be precise.","Per essere precisi, scheletri."
You turn toward the edge.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Look him up and down.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Gods, it's cold. (Shake.)","Dio mio, fa freddo… (Scuoto le mani per riscaldarmi.)"
He points at the angel. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
<shake>AAAHHH...!</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
You <shake>stomp.</shake>,"<|im_start|>utente</|im_start|>
<|im_end|>"
happening_gorm_draw_sword,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
happening_gorm_fades_away,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC10 wis-Oh. What's that?,"<|im_start|>utente
Inglese: DC10… Oh, cos’è quello?
Italiano: <|im_end|>

<|im_start|>assistente"
(Look around the shop.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The <i>man-in-yellow</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"He leans in to whisper, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
They're having a meeting.,Stanno tenendo una riunione.
No... <b>you</b> do that!,No… <b>tu</b> devi farlo!
The lich dips his head. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Never in a million years.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Then his eyes light up. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Glance at the statue.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Glance at her statue.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It... is what... it is...,It… è semplicemente ciò che è…
The halfling rushes over.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A sickening <i>crack</i>.,Un disgustoso <i>crepito</i>.
"Alright. Be boring, then.","Ok, allora sarà noioso…"
Then the Coinlord nods. \,"Poi Coinlord annuisce. \
<|im_end|>"
He scratches his beard. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He spits on the ground. \,Lui sputa a terra.
It's a wonderful feeling.,È una sensazione meravigliosa.
Tendrils. Of the depth...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Wildly. Unprofessionally.,Wildly. Unprofessionally.
He can always pay more...,Lui può sempre pagare di più…
The devil grins at you. \,Il diavolo ti sorride…
Potion_of_Supreme_Healing,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He fakes a short laugh. \,Lui finge una risata breve.
.AskedViiraAboutDwarves=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"He blinks, then scoffs. \","Lui sbatte le palpebre, poi scuote la testa in segno di disprezzo."
She looks disappointed. \,Sembra delusa.
"She mutters to herself, \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You must try again later.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Nice, you made her laugh.","Bene, sei riuscito a farla ridere."
Her? Carrying <b>you</b>?,"<|im_start|>utente</|im_start|>
In inglese: Lei? A portare in giro <b>te?</|im_end|>
In italiano: Lei? A portare in giro <b>te?</|im_end|>
<|im_start|>assistente</|im_start|>"
You should go to bed now.,Dovresti andare a letto adesso.
You do not remember them.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"<i>Griffon</i>, actually.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"The silent kid mutters, \",Il bambino silenzioso mormora…
DC15 int-Dede-<i>dum</i>?,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
He lets out a big sigh. \,Lui esala un lungo sospiro.
The handwriting is awful.,La calligrafia è terribile.
He's lying. Or... is he?,Sta mentendo. O… forse no?
This feels like a bribe!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
And... Urth's signature.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
"He mutters to himself, \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So... be careful. Aight?,Allora… stai attento. D’accordo?
<b>(Twist a String.)</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Is that... is he hungry?,"<|im_start|>utente</|im_start|>
È… ha fame?

<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
scene_change_wooden_door,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
It is broken. Obviously.,"<|im_start|>utente</|im_start|>
Ovviamente, è rotto."
...It was- <b>WHAT</b>?!,...Era... <b>COSA</b>?!
.IntelligenceFlashback=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Aesthetics, <b>only</b>.","Estetica, <b>solo</b> estetica."
You should just opt out.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Democracy in your grasp.,"<|im_start|>utente</|im_start|>
<|im_end|>"
YOU GOTTA SAY SOMETHING!,DEVI DIRE QUALCOSA!
Good. You're in control.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Never had. Never will...,"<|im_start|>utente</|im_start|>
Non l’ho mai fatto. Non lo farò mai…"
Can't wait until you do.,"<|im_start|>utente</|im_start|>
<|im_end|>"
The strange sensation...,La strana sensazione…
It tingles in your hand.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A <shake>HOARD</shake>?!,"<|im_start|>utente</|im_start|>
<|im_end|>"
(Look firm and stoic.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
.ConstitutionFlashback=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
<shake>APPLEBOY</shake>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"She laughs, mockingly. \","Lei ride, in modo sarcastico."
Holy_Symbol_of_Whitemane,"<|im_start|>utente</|im_start|>
<|im_end|>"
(Pull back your hand.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
That's an overstatement.,That è un’esagerazione.
"It's a shrine, isn't it?","È un santuario, vero?
<|im_end|>
<|im_start|>assistente"
First an inch. Then two.,Inizialmente un pollice… Poi due.
FC9 dex-(Look around.) \,"<|im_start|>utente
<|im_end|>

<|im_start|>assistente"
<shake>...Rrngh</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"DC8 int-Die, aberration?","<|im_start|>utente</|im_start|>
<|im_end|>"
He scratches his nose. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is <i>su</i>-clusion.,It is <i>su</i>-clusion.
(Struggle to breathe.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You should look into it.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The sarcasm is palpable.,Il sarcasmo è evidente.
(Try speaking louder.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Then you better take it.,"<|im_start|>utente</|im_start|>
<|im_end|>"
(Lean in and whisper.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
Your heart skips a beat.,Il tuo cuore perde un battito.
He mutters to himself. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"The mushroom man says, \",L’uomo dei funghi dice: \
R-(Yell at the troll.) \,"<|im_start|>utente
<|im_end|>

<|im_start|>assistente"
"Oh. Shit, he's gonna...!","Oh. Merda, sta per…!
<|im_end|>"
Oh well. It's something.,Oh be’… Almeno è qualcosa.
"Snails, versus a dragon.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Azgalists? And a cleric?,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
"It's impressive, really.",È davvero impressionante.
Physically. Spiritually.,Fisicamente. Spiritualmente.
Ah. <i>Decapitation</i>.,"Ah. <i>Decapitazione</i>.
<|im_end|>"
He's lying. Straight-up.,Sta mentendo. Proprio così.
That horrifying smile. \,Quel sorriso orribile…
He eyes you intensely. \,Lui ti guarda con intensità.
music_freestrider_soft_c,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"Could very well be, yes.","Potrebbe ben essere, sì."
.GenderPotionMentioned=1,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
<shake>Prophecy</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
She gives you a smile. \,Lei ti sorride. \
music_enter_pillar_first,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
R-(Whisper to Visken.) \,"<|im_start|>utente
<|im_end|>

<|im_start|>assistente"
"Soon, he's <i>yours</i>.","Ben presto, sarà <i>tuo</i>."
She snaps her fingers. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
(Lean in even closer.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>Mister</i> Whitemane?,<|im_start|>Signor</i> Whitemane?
The words wash over you.,Le parole ti investono completamente.
You <i>heave</i>. Yet...,"<|im_start|>utente</|im_start|>
<|im_end|>"
"I left, didn't I? Right?","<|im_start|>utente</|im_start|>
Me ne sono andato, giusto? Esatto?"
A crackling <b>boom</b>.,Un <b>boom</b> fragoroso.
(Dust your hands off.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Snell whispers to you, \","Snell sussurra qualcosa all’orecchio…  
<|im_end|>  
<|im_start|>assistente</<|im_end|>"
Your greed is sickening.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A frame. For a painting.,Un quadro… per un dipinto.
(Whisper to yourself.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He scratches his chin. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Call out to Visken.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Show him the tooth.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Good. You're a monster.,Bene… Sei davvero un mostro.
(Contain your tears.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You've created a scene.,"<|im_start|>utente</|im_start|>
<|im_end|>"
You... did <i>what</i>?,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
She looks behind her. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
It'd be awesome. But...,Sarebbe fantastico… Ma…
E-Eh. I'll do it later.,Ehm… Lo farò più tardi.
A time-dilation pocket?,Una “tasca” di dilatazione temporale?
Reading... is boring...,Leggere… è noioso…
It wants <i>a mind</i>.,"English: Vuole <i>una mente</i>.
Italian:<|im_end|>
<|im_start|>assistente</i>"
Oh. Wait. Isn't that...,Oh… Aspetta… Non è forse quello…
"In different ways, yes.","In modi diversi, sì."
That'll cost a fortune!,Quello costerà una fortuna!
DC15 dex-...'Dick-Ass'?,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"Oh yes, a <b>QUEST</b>!","Oh sì, una <b>QUEST</b>!"
"It says, 'Not A Mimic.'","In inglese dice: “Non è una mimica.”  
In italiano: “Non è una mimica.”"
"An idea! Okay, an idea.","<|im_start|>utente
Ok, un’idea."
happening_trap_activate,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You <b>cannot</b> stop.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hand. Foot. Hand. Foot.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He holds up his palm. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No need to cry over it.,Non c’è bisogno di piangerci sopra.
Smooth. Cold. Ordinary.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i><b>Don't go.</b></i>,"<|im_start|>utente</i>
Italian:<|im_end|>
<|im_start|>assistente</i>"
Or a <i>passphrase</i>.,O una <i>parola d’accesso</i>.
That'll do great. Just-,That’ll work great. Just…
What <i>is</i> an iota?,Cosa <i>è</i> un’iota?
Life. Pure. Unfiltered.,"<|im_start|>utente</|im_start|>
<|im_end|>"
And maybe a little sad.,E forse anche un po’ triste.
He snaps his fingers. \,Lui schiocca le dita.
(Point at the light.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Pussies-that-<i>up</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He's offering a sloppy?,Sta offrendo qualcosa di scadente?
It's <i>se</i>-clusion.,It’s <i>se</i>clusion.
No. That's not a thing.,No. Non esiste nulla del genere.
Heavy. <i>Official</i>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
That's not a good sign.,Quello non è un buon segno.
It's locked. Magically.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"It is, <i>Isk-Urum</i>.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.DetectSecretsFromIsk=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<shake>Burning.</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
"Gods, she's horrifying.","Dio, è spaventosa."
Some... <i>girl</i>...?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Depression. Acceptance.,Depressione. Accettazione.
What a cute little guy.,Che caro bambino…
(Hold out your hand.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
<i>HE IS WAITING...</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Nails, <b>piercing</b>.","Nails, <b>for piercing</b>."
<b>Act</b>. <b>Now</b>.,"<|im_start|>Utente</|im_start|>
<|im_end|>"
"Oh, no... no, no, no...","Oh, no… no, no, no…"
Bright. Unruly. Unreal.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Start to feel sick.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A rogue <i>paladin</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You must... strike him.,"<|im_start|>utente</|im_start|>
Dovete… colpirlo.</|im_end|>
<|im_start|>assistente</|im_start|>"
(Hold up your fists.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
He's done. Show's over.,"<|im_start|>Utente</|im_start|>
L’ha fatto… Lo spettacolo è finito.</|im_end|>
<|im_start|>Assistente</|im_start|>"
happening_gorm_on_knees,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That <i>was</i> smooth.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A Finger... of Death...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...<i>Motherfucker</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"He grunts, approvingly.","Lui grugnisce, in segno di approvazione."
"Sorry, but you have to.","Scusa, ma devi farlo."
Cold. Rigid. Wet. Hard.,Freddo. Rigido. Umido. Duro.
Your question is met...,La tua domanda è stata presa in considerazione…
He takes a step back. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<shake>OH NO...</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
The <i>bird's nest</i>!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Honestly, who wouldn't?","Onestamente, chi non lo farebbe?"
His smile disappears. \,Il suo sorriso scompare.
Vourgeni_River_Droplets,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>THE</b> Cleric. Yes.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He raises an eyebrow. \,Lui alza un sopracciglio.
She laughs and sighs. \,"Lei ride e sospira. \
<|im_end|>"
(Turn back to Snell.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
You never need to say \,"<|im_start|>utente</|im_start|>
<|im_end|>"
He gives you a smile. \,Lui ti sorride. \
Look. Micro-expression.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Yes! <i>Yes</i>, Snell!","Sì! <i>Sì</i>, Snell!"
That's not a- that's...,That’s not a… that’s…
"Gods, she's terrifying.","Dio, è spaventosa."
She appears interested.,Lei sembra interessata.
.EttirCompanionUnlock=1,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's the third month!,Quello è il terzo mese!
<shake>AHHH...!</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
It is iron. It remains.,È ferro… E rimarrà così.
(Mutter to yourself.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
It smells <i>awful</i>.,Puzza <i>terribilmente</i>.
Oh! Smuggling? Awesome!,Oh! Contrabbando? Fantastico!
A goblin. Not a human.,Un goblin… Non un umano.
Who's he to judge you?,Chi è lui per giudicarti?
You feel anger rising.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The goth kid shrugs. \,Il ragazzo goth alza le spalle.
He raises the glass. \,Alza il bicchiere.
She closes her eyes. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
interaction_knock_door,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
interaction_open_crate,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
He furrows his brow. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.ModissaOrangeLedger=1,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
He crosses his arms. \,Incrocia le braccia.
You <b><i>are</i></b>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
The halfling groans. \,Il mezzorogo emette un gemito.
The halfling scoffs. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
happening_magical_book,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
music_esoteric_rythmic,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"So like, manipulation?","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
"Emotionally, at least.",Almeno a livello emotivo.
scene_change_iron_door,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"It's a griffon, right?","È un grifone, giusto?"
(Turn to the girls.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
Ah. He's got a plan...,Ah… Ha un piano…
No reply. No feedback.,"<|im_start|>utente</|im_start|>
Nessuna risposta. Nessun feedback.

<|im_end|>

<|im_start|>assistente</|im_start|>"
