english,italian,source_files
Yeah. He's evil.,,sharedassets0.assets
FEARS. UNLOCKED.,,sharedassets10.assets
You. Will. LIVE.,,sharedassets10.assets
music_snells_pad,,sharedassets10.assets
Is he... asleep?,,sharedassets10.assets
"Silence, coward!",,sharedassets10.assets
It's a document.,,sharedassets11.assets
.StoleDonation=0,,sharedassets11.assets
.StoleDonation=1,,sharedassets11.assets
Arcane_Music_Box,,sharedassets11.assets
Sarcasm warning.,,sharedassets13.assets
.DrummerPapers=1,,sharedassets13.assets
open_locked_door,,"sharedassets14.assets, sharedassets18.assets, sharedassets7.assets"
.AzgalDoorOpen=1,,sharedassets14.assets
AnimationUnPause,,sharedassets14.assets
spell_misty_step,,"sharedassets14.assets, sharedassets20.assets, sharedassets22.assets, sharedassets23.assets, sharedassets4.assets"
.MaskedGreased=1,,"sharedassets14.assets, sharedassets4.assets"
FadeToWhiteDelay,,sharedassets14.assets
Is light. And...,,sharedassets14.assets
You... cannot...,,sharedassets15.assets
(Take a breath.),,sharedassets15.assets
"No, I shouldn't.",,sharedassets17.assets
Detect_Alignment,,sharedassets17.assets
A <i>STOYIC</i>?,,sharedassets17.assets
GOOD. I APPROVE.,,sharedassets17.assets
"Wait, he's not?!",,sharedassets17.assets
Then to Snell: \,,sharedassets18.assets
"Then she says, \",,"sharedassets18.assets, sharedassets22.assets, sharedassets4.assets, sharedassets6.assets"
"Gods, she's hot.",,sharedassets18.assets
She's flustered.,,sharedassets18.assets
Your <u>EGO</u>.,,sharedassets18.assets
.WarehouseOpen=1,,sharedassets18.assets
You <i>sing</i>.,,sharedassets19.assets
.YouthRolloWin=1,,sharedassets19.assets
.AviknessIntro=1,,sharedassets19.assets
It is an anuran.,,sharedassets19.assets
That's terrible.,,sharedassets2.assets
Yes. It is time.,,sharedassets2.assets
CamIntroAnimIdle,,sharedassets2.assets
TurnOffHighlight,,sharedassets2.assets
Insubordination.,,"sharedassets2.assets, sharedassets20.assets"
(Do as he says.),,sharedassets2.assets
What's he doing?,,"sharedassets2.assets, sharedassets4.assets"
E-Guess I'll go?,,sharedassets20.assets
It's suspicious.,,sharedassets20.assets
Unfortunately...,,sharedassets20.assets
It is beautiful.,,"sharedassets20.assets, sharedassets5.assets"
Simple. Elegant.,,sharedassets20.assets
music_copelandia,,sharedassets20.assets
<i>Appleboy.</i>,,sharedassets20.assets
<i>APPLEBOY</i>.,,sharedassets20.assets
He doesn't know.,,"sharedassets20.assets, sharedassets4.assets"
.MoongoreIntro=1,,sharedassets20.assets
Ohhh... ohhhh...,,sharedassets20.assets
This is a shame.,,sharedassets20.assets
music_bond_theme,,sharedassets20.assets
.WhitemaneKnow=1,,sharedassets20.assets
There's someone-,,sharedassets20.assets
"Cursed, perhaps.",,sharedassets20.assets
.SkeletonIntro=1,,sharedassets20.assets
(Be apolitical.),,sharedassets20.assets
Playtime's over.,,sharedassets20.assets
What a sidekick.,,sharedassets20.assets
.KnowMaskedOne=1,,"sharedassets20.assets, sharedassets22.assets"
"Draconic, maybe.",,sharedassets20.assets
I.e. <i>you</i>.,,sharedassets20.assets
Aura_of_Vitality,,"sharedassets20.assets, sharedassets22.assets"
Should I... run?,,sharedassets20.assets
The crack fades.,,sharedassets20.assets
A Sprite-spirit.,,sharedassets20.assets
"(Nod, somewhat.)",,sharedassets20.assets
A <i>hunter</i>.,,sharedassets20.assets
.FiveRatsSpeak=1,,"sharedassets20.assets, sharedassets4.assets"
Ready? (Shiver.),,sharedassets20.assets
(Swing again.) \,,sharedassets20.assets
That's... a lot.,,sharedassets20.assets
'<i>-KRAAID</i>',,sharedassets20.assets
music_calm_theme,,sharedassets20.assets
"Shit, shit! RUN!",,sharedassets20.assets
What? But I'm...,,sharedassets20.assets
Staff_of_Strings,,sharedassets22.assets
(Imagine a map.),,sharedassets22.assets
Heat. Radiating.,,sharedassets22.assets
Fury. Confusion.,,sharedassets22.assets
Of Askanii. Yes.,,sharedassets22.assets
(Look closer.) \,,sharedassets22.assets
SHIT. It's time!,,sharedassets22.assets
You're floating.,,sharedassets23.assets
Very. Difficult.,,sharedassets23.assets
music_brrs_theme,,"sharedassets23.assets, sharedassets4.assets"
.BrrActualTalk=1,,sharedassets23.assets
Bioluminescence.,,sharedassets23.assets
You're bleeding.,,sharedassets23.assets
.EttirPickedUp=1,,sharedassets23.assets
The radiance...!,,sharedassets23.assets
"Opportunist, eh?",,sharedassets23.assets
Duck! Hide! Run!,,sharedassets23.assets
spell_druidcraft,,sharedassets23.assets
Stern. Truthful.,,sharedassets24.assets
It's impressive.,,sharedassets24.assets
Nah. Won't work.,,sharedassets24.assets
You stand there.,,sharedassets24.assets
.KilledBySnell=1,,sharedassets24.assets
What's... (See.),,sharedassets24.assets
You...! Must...!,,sharedassets24.assets
.SnellRevivify=1,,sharedassets24.assets
.KullervoSpawn=1,,sharedassets3.assets
Oh. I'm screwed.,,sharedassets3.assets
YOU. NEED. REST.,,sharedassets3.assets
NPCTriggerSearch,,sharedassets3.assets
Yes. I am a god.,,sharedassets4.assets
BUY200 Incense-\,,sharedassets4.assets
She's impressed.,,"sharedassets4.assets, sharedassets6.assets"
A stone... fist?,,sharedassets4.assets
.SnellMunchkin=1,,sharedassets4.assets
It's <i>her</i>.,,sharedassets4.assets
It's collapsing.,,sharedassets4.assets
They're dancing.,,sharedassets4.assets
.BorgoRevealed=1,,sharedassets4.assets
.AlfozDefeated=1,,sharedassets4.assets
"Oh no, no, no...",,sharedassets4.assets
<b>SURVIVAL</b>.,,sharedassets4.assets
Heart. To heart.,,sharedassets4.assets
(Sigh loudly.) \,,sharedassets4.assets
Pussy <i>up</i>.,,sharedassets4.assets
"It says, 'OPEN'.",,sharedassets4.assets
<b>Please...</b>,,sharedassets4.assets
Truly a miracle.,,sharedassets4.assets
The orc sighs. \,,sharedassets4.assets
.ViiraClapBack=1,,sharedassets4.assets
Great. Anyway...,,sharedassets4.assets
(Turn to Brr.) \,,sharedassets4.assets
You are worried.,,sharedassets4.assets
alert_short_rest,,sharedassets4.assets
"Ah. An elf, huh?",,sharedassets4.assets
But <i>what</i>?,,sharedassets4.assets
"Okay, sick, yes.",,sharedassets4.assets
The elf spits. \,,sharedassets4.assets
He is HONORABLE.,,sharedassets4.assets
"Theft, probably?",,sharedassets4.assets
He is impressed.,,sharedassets4.assets
That'd be crazy.,,sharedassets4.assets
Quest completed!,,sharedassets4.assets
You're blushing.,,sharedassets4.assets
.EttirNotBrute=1,,sharedassets6.assets
"She continues, \",,sharedassets6.assets
RemoveExhaustion,,sharedassets6.assets
<i>ANNOYING</i>.,,sharedassets7.assets
"Oh, it's locked.",,sharedassets7.assets
SPLITTING. PAIN.,,sharedassets7.assets
<b>FOULNESS.</b>,,sharedassets8.assets
Leaking. Beware.,,sharedassets8.assets
He is IMPRESSED.,,sharedassets9.assets
Understandable.,,"sharedassets0.assets, sharedassets13.assets, sharedassets20.assets"
What a fuck-up.,,sharedassets10.assets
You. Will. DIE.,,sharedassets10.assets
He is a goblin.,,sharedassets10.assets
.FinalGuyGone=1,,sharedassets10.assets
Stress. STRESS.,,sharedassets10.assets
",FinishedGame=1",,sharedassets10.assets
.BorgoAnnoyed=1,,sharedassets10.assets
FC10 str-(Cry.),,sharedassets11.assets
Subconsciously.,,sharedassets11.assets
"So yeah, don't.",,sharedassets11.assets
.SmarterIntro=1,,sharedassets11.assets
Just... gravel.,,sharedassets11.assets
.JukeboxIntro=1,,sharedassets11.assets
.DrummerIntro=1,,sharedassets13.assets
YOU'RE BONDING.,,sharedassets13.assets
...Okay. Sorry.,,sharedassets13.assets
No one? No one.,,sharedassets14.assets
CompanionRotate,,sharedassets14.assets
Then he nods. \,,sharedassets14.assets
ExhaustionClear,,sharedassets14.assets
.ModissaIntro=1,,sharedassets15.assets
He is sweating.,,"sharedassets15.assets, sharedassets18.assets"
He is grunting.,,sharedassets15.assets
...<i>Book</i>?,,sharedassets15.assets
(Hold it up.) \,,sharedassets15.assets
Yes. Of course.,,sharedassets15.assets
music_isk_theme,,"sharedassets17.assets, sharedassets22.assets"
(Laugh hard.) \,,sharedassets17.assets
It's a promise!,,sharedassets18.assets
inventory_paper,,sharedassets18.assets
"No. No, no, no.",,sharedassets18.assets
"Not a fan, huh.",,sharedassets19.assets
He's terrified.,,"sharedassets19.assets, sharedassets7.assets"
E-(Leave. Now.),,sharedassets19.assets
Not a question.,,sharedassets2.assets
"Yes, of course.",,sharedassets2.assets
CameraAnimation,,sharedassets2.assets
Elections. Are.,,sharedassets2.assets
ShowNonDialogUI,,sharedassets2.assets
<i>DO. NOT.</i>,,sharedassets2.assets
.DomnallIntro=1,,sharedassets20.assets
<i>Animare</i>.,,sharedassets20.assets
The <i>maw</i>.,,sharedassets20.assets
It is a friend.,,sharedassets20.assets
"A... stash, eh?",,sharedassets20.assets
"Then it says, \",,sharedassets20.assets
Ancient. Stale.,,sharedassets20.assets
A <b>WHAT</b>?!,,sharedassets20.assets
<b>Amazing</b>.,,sharedassets20.assets
"He continues, \",,sharedassets20.assets
Speak_with_Dead,,sharedassets20.assets
Slow. Rhythmic.,,sharedassets20.assets
spell_mage_hand,,"sharedassets20.assets, sharedassets23.assets, sharedassets4.assets"
...You're dead.,,sharedassets20.assets
That ticking...,,sharedassets20.assets
What? How? Why?,,sharedassets20.assets
ROLL15 dex-RUN.,,sharedassets20.assets
"Tomato, tomato?",,sharedassets20.assets
It couldn't be.,,sharedassets20.assets
"That long, huh?",,sharedassets20.assets
Basilisk_Trophy,,sharedassets20.assets
You're kidding.,,sharedassets20.assets
Maybe a little.,,sharedassets20.assets
It is... harsh.,,sharedassets20.assets
Yeah. Probably.,,sharedassets20.assets
Oh. Is there...,,sharedassets20.assets
Yes. Obviously.,,"sharedassets20.assets, sharedassets4.assets, sharedassets6.assets"
It all... numb.,,sharedassets20.assets
...<i>Whoa</i>.,,sharedassets20.assets
.LibraryIntro=1,,sharedassets20.assets
<i>Tricked</i>.,,sharedassets20.assets
You're welcome.,,"sharedassets22.assets, sharedassets6.assets"
"Then he asks, \",,sharedassets22.assets
Here's an idea.,,sharedassets22.assets
Simple. Direct.,,sharedassets22.assets
.ChimeraIntro=1,,sharedassets22.assets
.EfreetiIntro=1,,sharedassets22.assets
Empty. Waiting.,,sharedassets22.assets
The... mystery?,,sharedassets22.assets
.FreyUnmasked=1,,sharedassets22.assets
What? Is it...?,,sharedassets23.assets
You're falling.,,sharedassets23.assets
.MeriDebtPaid=1,,sharedassets23.assets
<b>Muscles</b>.,,sharedassets23.assets
<i>Bulette</i>.,,sharedassets23.assets
(Mutter out.) \,,sharedassets23.assets
It is glorious.,,sharedassets23.assets
.NessanIntro2=1,,sharedassets23.assets
.NessanSecret=1,,"sharedassets23.assets, sharedassets4.assets"
A <b>troll</b>.,,sharedassets23.assets
<b>Foolish</b>.,,sharedassets23.assets
(Be flattened.),,sharedassets23.assets
It is whelming.,,sharedassets23.assets
He left a will.,,sharedassets24.assets
Sounds... FAIR.,,sharedassets24.assets
Is this a jest?,,sharedassets24.assets
"Probably, yeah.",,sharedassets24.assets
.GormSuperMad=1,,sharedassets24.assets
What? (Shiver.),,sharedassets24.assets
.SwordSoundOn=0,,sharedassets24.assets
FC10 wis-Maybe?,,sharedassets24.assets
"NO! No, no, no!",,sharedassets24.assets
.SwordSoundOn=1,,sharedassets24.assets
He's so cool...,,sharedassets24.assets
Is he an idiot?,,sharedassets24.assets
...an Arcanist.,,sharedassets24.assets
"No, I... I did.",,sharedassets24.assets
.EttirArrived=1,,sharedassets24.assets
.UrthRevivify=1,,sharedassets24.assets
<i>He is...</i>,,sharedassets24.assets
.CobblerIntro=1,,sharedassets24.assets
He is at peace.,,sharedassets24.assets
What a tragedy.,,sharedassets3.assets
"Oh, definitely.",,sharedassets3.assets
Kobold. Goblin.,,sharedassets3.assets
To <i>kill</i>.,,sharedassets3.assets
Please. Do not.,,sharedassets3.assets
.ThixeshIntro=1,,sharedassets4.assets
LooseTokenSnell,,sharedassets4.assets
You're dancing.,,sharedassets4.assets
He's a paladin.,,sharedassets4.assets
.AlfozSizedUp=1,,sharedassets4.assets
.AlfozLaughed=1,,sharedassets4.assets
FC17 cha-Oh no.,,sharedassets4.assets
Metaphorically.,,sharedassets4.assets
Obsidian_Amulet,,sharedassets4.assets
TeaShopDragging,,sharedassets4.assets
.TeaShopKnock=1,,sharedassets4.assets
(Squat down.) \,,sharedassets4.assets
.GoblinSalute=1,,sharedassets4.assets
"No, don't stop!",,sharedassets4.assets
.ViiraCharmed=1,,sharedassets4.assets
Damn. So close!,,sharedassets4.assets
It is majestic.,,sharedassets4.assets
A conversation?,,sharedassets4.assets
Pillar_Crossing,,sharedassets4.assets
Undercoast_Path,,sharedassets4.assets
It is repelled.,,sharedassets4.assets
An <i>urge</i>.,,sharedassets4.assets
"Oh. No, wait...",,sharedassets4.assets
Hey... c'mon...,,sharedassets4.assets
"Clearly, this \",,sharedassets4.assets
Right. (Leave.),,sharedassets4.assets
It is... tired.,,sharedassets4.assets
Rude. It's not.,,sharedassets4.assets
It's beautiful.,,"sharedassets5.assets, sharedassets7.assets"
.ArchiveIntro=1,,sharedassets6.assets
No in-betweens.,,sharedassets6.assets
<i>Vikings</i>.,,sharedassets6.assets
DC12 str-But...,,sharedassets6.assets
.BedrollCheck=1,,sharedassets6.assets
Exactly. Don't.,,sharedassets7.assets
(Let him go.) \,,sharedassets7.assets
Of abandonment.,,sharedassets7.assets
E-Maybe I will.,,sharedassets7.assets
<i>Tingles</i>.,,sharedassets7.assets
They're pointy.,,sharedassets8.assets
The_Undercommon,,sharedassets8.assets
He's panicking.,,sharedassets9.assets
Magic? Rumors?,,sharedassets0.assets
A brotherhood.,,sharedassets10.assets
Inflict_Wounds,,"sharedassets10.assets, sharedassets22.assets"
inventory_coin,,"sharedassets11.assets, sharedassets8.assets"
E-Okay. Great.,,sharedassets11.assets
.NessanIntro=1,,sharedassets12.assets
(Look down.) \,,sharedassets12.assets
Then a twinge.,,sharedassets12.assets
inventory_wood,,"sharedassets13.assets, sharedassets2.assets"
E-Right. Neat.,,sharedassets13.assets
.FriendOrFoe=1,,sharedassets14.assets
.FriendOrFoe=0,,sharedassets14.assets
SnellAnimation,,sharedassets14.assets
Sarcastically.,,sharedassets15.assets
"Please, don't.",,sharedassets15.assets
He is shocked.,,sharedassets15.assets
.SnurreIntro=1,,sharedassets17.assets
He leans in. \,,sharedassets17.assets
Right. Thanks.,,sharedassets17.assets
.GotContract=1,,sharedassets18.assets
.ViiraCleric=1,,"sharedassets18.assets, sharedassets4.assets"
Don't do that.,,sharedassets18.assets
Such a winker.,,sharedassets18.assets
She's excited.,,sharedassets18.assets
He is SHAKING.,,sharedassets19.assets
GriffonBlocker,,sharedassets19.assets
E-<i>Ouch</i>.,,sharedassets19.assets
He's blushing.,,sharedassets19.assets
An argument...,,sharedassets19.assets
Slightly. Yes.,,sharedassets19.assets
It is... rage.,,sharedassets19.assets
Bottle_of_Milk,,sharedassets19.assets
So dismissive.,,"sharedassets19.assets, sharedassets20.assets"
E-Right. Cool.,,"sharedassets19.assets, sharedassets4.assets"
(Eat a third.),,sharedassets2.assets
Oh. He's dead.,,sharedassets2.assets
What a sucker.,,sharedassets2.assets
(Look away.) \,,sharedassets2.assets
.ZombieCheck=1,,sharedassets2.assets
R-(Go deeper.),,sharedassets2.assets
In an instant.,,sharedassets2.assets
.ZombieIntro=1,,sharedassets2.assets
That's enough.,,sharedassets20.assets
Key_to_Nowhere,,sharedassets20.assets
.DomnallGone=1,,sharedassets20.assets
.DancerIntro=1,,sharedassets20.assets
It is foolish.,,sharedassets20.assets
Unfortunately.,,"sharedassets20.assets, sharedassets7.assets"
It is waiting.,,sharedassets20.assets
<i>Friend</i>.,,sharedassets20.assets
Don't be mean.,,sharedassets20.assets
StopBeingChild,,"sharedassets20.assets, sharedassets4.assets"
Or <i>she</i>.,,sharedassets20.assets
Yes. It would.,,sharedassets20.assets
"Wait, wait...!",,"sharedassets20.assets, sharedassets4.assets"
.BondStrings=1,,sharedassets20.assets
You... refuse?,,"sharedassets20.assets, sharedassets7.assets"
.SnailsIntro=1,,sharedassets20.assets
Don't be rude.,,sharedassets20.assets
EncounterSetup,,"sharedassets20.assets, sharedassets22.assets, sharedassets23.assets, sharedassets4.assets"
Ghost-failure?,,sharedassets20.assets
spell_barkskin,,sharedassets20.assets
IT SEES DEATH.,,sharedassets20.assets
<i>Listen</i>.,,sharedassets20.assets
Then: silence.,,sharedassets20.assets
StopHeadTarget,,"sharedassets20.assets, sharedassets23.assets, sharedassets4.assets"
...<b>HIM</b>.,,sharedassets20.assets
SKIN. MELTING.,,sharedassets20.assets
One... step...,,sharedassets20.assets
.KraaidIntro=1,,sharedassets20.assets
So judgmental.,,sharedassets20.assets
A connoisseur.,,sharedassets20.assets
(Take a bite.),,sharedassets20.assets
...Eventually.,,sharedassets20.assets
That's a SCAM.,,sharedassets20.assets
(Take a gulp.),,sharedassets20.assets
...Aren't you?,,sharedassets20.assets
GET. IT. DONE.,,sharedassets20.assets
generic_boom_1,,"sharedassets20.assets, sharedassets4.assets, sharedassets6.assets"
GoToBlackDelay,,sharedassets20.assets
You're closer.,,sharedassets20.assets
<i>...now!</i>,,sharedassets20.assets
Oh...! Oh yes!,,sharedassets20.assets
Lisa snorts. \,,sharedassets21.assets
DC8 wis-Seals.,,sharedassets22.assets
Scroll_of_Wish,,sharedassets22.assets
<i>Spirit</i>.,,sharedassets22.assets
To regenerate.,,sharedassets22.assets
Low. Rumbling.,,sharedassets22.assets
Noble? Or mad?,,sharedassets22.assets
Then... quiet.,,sharedassets22.assets
Incredible...!,,sharedassets22.assets
<i>Lovely</i>.,,sharedassets22.assets
Just... float.,,sharedassets23.assets
Indeed. Idiot.,,sharedassets23.assets
.PocketIntro=1,,sharedassets23.assets
It is... GOOD.,,sharedassets23.assets
Wait a second.,,sharedassets23.assets
<i>Barely.</i>,,sharedassets23.assets
ObstacleToggle,,sharedassets23.assets
Get... closer.,,sharedassets23.assets
(Get ready.) \,,sharedassets24.assets
...He's WHAT?!,,sharedassets24.assets
(Don't speak.),,sharedassets24.assets
Oh yes. Awful!,,sharedassets24.assets
Flabbergasted.,,sharedassets24.assets
He is content.,,sharedassets24.assets
"No, no, no...!",,sharedassets24.assets
"Then, silence.",,sharedassets24.assets
Messy. Bloody.,,sharedassets24.assets
(Yell back.) \,,sharedassets24.assets
.SnellCursed=1,,sharedassets24.assets
It's upcasted.,,sharedassets24.assets
...<b>Yes</b>.,,sharedassets24.assets
spell_revivify,,"sharedassets24.assets, sharedassets4.assets"
.UrthVisible=1,,sharedassets24.assets
